		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Ptbp1	polypyrimidine tract binding protein 1	237.5	207.3	195.8	257.3	303.1	270.7	160.5	226.5	221.3	240.1	197.3	321.8	146.3	316.2	200.7	213.2	273.6	168.5	236.6	277.8	323.7	195.1	272.3	121.90849	193.57845	197.78049	179.1604	59.84195	312.86972	265.70206	314.02875	308.0779	236.07199
Adm	adrenomedullin	22.2	54.8	14.8	21.3	26.7	46.8	54.7	24.8	43.3	11.9	20.2	12.6	18.4	35.8	26.8	19.7	27.3	19.1	16.7	22.5	56.3	13.1	28.5	25.582663	26.5748	14.08306	133.51503	126.05564	52.423996	20.307714	82.497185	9.563868	65.49736
Msc	musculin	81.2	33.3	29.4	178.4	25.3	131.4	30.9	24.6	28.4	75.8	51.9	17.0	15.6	60.9	36.4	91.6	49.2	16.5	136.3	57.8	98.5	30.5	69.6	49.063046	34.216473	101.17035	88.57214	44.425274	98.77875	43.60606	183.00409	27.618399	122.80065
Itpk1	inositol 1,3,4-triphosphate 5/6 kinase	993.8	1102.6	1022.2	989.2	1013.8	1117.6	999.0	944.1	1172.2	928.7	670.3	1135.4	665.6	860.2	841.0	815.4	1024.7	1065.2	894.8	1270.5	1031.1	816.2	1276.4	1092.5371	936.6842	1005.4812	1029.3146	815.41656	999.6777	1048.556	1123.8417	921.744	1257.134
Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	1865.1	1607.7	2257.5	2360.9	1536.3	2304.8	1750.0	1923.2	1577.7	1769.6	2818.0	2435.5	3152.8	2669.8	2005.4	2140.2	2269.6	1953.3	2663.5	2029.4	1940.5	2048.2	2172.9	1744.9623	1782.3081	1886.2268	1388.5509	1568.3163	2596.4429	2276.3118	2582.591	2440.6245	2768.3562
Ccrl1	chemokine (C-C motif) receptor-like 1	88.5	72.1	250.7	105.1	181.1	107.9	150.2	125.9	28.1	123.0	71.1	43.2	12.9	178.8	10.9	69.6	156.7	50.7	91.9	56.0	65.9	104.8	143.1	70.74383	112.0862	57.238262	131.30714	89.6539	112.14736	47.812004	73.83053	260.57248	73.90506
Mkrn3	makorin, ring finger protein, 3	16.7	17.8	8.9	24.3	51.7	27.4	28.1	21.8	7.3	22.1	23.9	2.6	14.3	11.5	23.2	37.8	17.6	10.4	21.5	5.3	51.0	14.4	6.8	8.561021	6.3960724	46.27115	5.043822	3.7264588	11.821722	7.0486655	7.4104095	22.416134	7.6294622
Ela2	elastase 2, neutrophil	142.6	230.4	284.6	239.6	248.6	275.9	238.7	284.6	150.1	202.7	162.9	322.3	147.4	252.0	169.5	223.0	247.2	272.5	249.2	152.7	304.2	221.0	328.8	252.22266	218.14583	115.07346	235.32735	292.6953	188.7968	217.78304	215.2342	84.416	166.85419
Tarbp2	TAR (HIV) RNA binding protein 2	328.0	202.0	72.7	110.9	91.1	138.6	203.7	393.2	327.2	393.3	137.2	334.5	172.1	205.2	364.8	169.3	178.1	267.6	139.1	494.3	129.0	122.3	278.8	176.5133	221.81268	263.43823	202.12584	142.33408	289.20065	191.77887	241.12245	249.84874	253.13626
Trpc1	transient receptor potential cation channel, subfamily C, member 1	25.75	32.8	39.9	45.3	41.2	33.25	23.2	42.05	32.1	26.55	31.4	39.25	5.5	27.5	7.65	21.4	28.55	8.1	22.75	36.8	26.9	39.4	21.15	27.740639	32.980564	31.920616	9.943375	15.769598	14.929955	57.4433	8.358966	27.01421	12.103254
Trpc4	transient receptor potential cation channel, subfamily C, member 4	44.5	65.5	40.7	29.0	18.4	59.5	31.7	17.1	59.8	50.7	67.5	25.1	13.0	79.6	24.8	32.0	16.4	14.4	67.3	52.9	58.8	75.7	53.7	44.052357	47.504566	12.035509	40.122967	67.992935	23.53314	20.803947	16.234009	35.6327	64.75778
Gsh1	genomic screened homeo box 1	146.9	145.2	163.2	199.3	143.9	83.1	133.1	94.9	103.2	55.6	77.1	104.3	102.9	140.8	108.8	70.8	157.4	160.8	144.9	145.7	178.6	98.3	133.1	171.71643	90.38372	72.92552	137.50717	189.13768	59.156525	90.9557	90.88736	51.61946	25.226871
Tmem45a	transmembrane protein 45a	8.5	15.8	6.9	12.4	7.8	45.0	20.9	22.3	7.4	8.5	42.1	11.5	8.4	12.4	9.7	16.1	24.0	14.3	12.9	50.4	16.7	9.9	12.1	31.094769	397.54398	424.2487	15.994248	28.56193	37.571808	26.937645	66.07575	84.86539	39.332195
Tbc1d10a	TBC1 domain family, member 10a	281.95	420.85	547.7	476.1	428.55	619.65	367.6	288.1	241.6	271.55	279.25	128.45	190.4	649.55	307.1	310.3	644.45	379.55	484.8	432.05	256.35	494.2	226.4	375.28473	337.02356	442.3548	281.80698	174.44395	395.25604	351.54666	268.06882	455.85352	439.2681
Vdr	vitamin D receptor	31.2	39.95	34.65	49.2	59.65	18.4	37.7	40.65	73.55	37.85	36.55	38.45	26.15	84.5	17.3	23.95	51.65	40.85	19.9	66.5	21.35	47.05	61.2	26.284685	116.30002	71.681625	55.820538	34.278465	46.8271	47.32134	22.572567	88.30382	27.789217
Stx1b2	syntaxin 1B2///syntaxin 1B1	2.7	13.7	2.3	2.4	4.2	4.4	3.8	20.3	1.1	17.2	4.2	29.9	0.3	31.2	2.1	1.8	6.1	2.8	2.6	2.7	5.4	1.0	8.4	1.999739	1.1938947	1.3142457	4.0976152	4.707279	2.7435443	7.850702	14.627367	3.6352348	8.275511
Larp1	La ribonucleoprotein domain family, member 1	1925.5	1790.1	1629.1	1853.5	1641.3	1764.2	1764.5	1680.6	1482.6	1555.5	1841.5	1942.9	1657.9	1535.8	1529.6	1451.3	1497.3	1419.3	1508.3	1761.8	2039.1	1564.2	2215.8	1872.5804	1808.2847	2167.947	2046.253	1922.1128	1374.6727	1704.3513	1710.1168	1797.3096	1631.8862
Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	105.7	255.8	287.45	105.85	256.05	305.65	142.05	188.45	315.65	246.85	268.6	221.25	137.55	227.2	190.75	299.0	215.3	173.15	225.6	264.8	134.35	312.25	321.0	311.3957	308.9159	278.84137	243.17296	120.32238	125.02374	201.49545	207.80177	186.02327	194.77927
Celsr1	cadherin EGF LAG seven-pass G-type receptor 1	80.9	67.5	16.4	150.9	115.8	13.7	106.9	17.9	58.2	79.1	70.3	97.4	86.9	8.2	58.6	11.5	42.5	30.4	37.3	28.8	138.7	100.6	104.9	54.67342	122.28931	93.69292	88.35918	59.203552	24.107166	82.27419	72.15708	36.719707	71.638916
Krtap3-3	keratin associated protein 3-3	25.9	34.9	31.6	65.8	56.2	36.6	46.7	42.9	46.9	49.8	56.5	55.5	41.0	35.4	59.4	57.5	53.5	35.4	49.1	31.1	33.4	44.6	49.7	39.755478	327.4772	3.6996799	40.875557	16.018404	7.433354	31.167799	80.596466	9.761795	11.803307
Ikbkb	inhibitor of kappaB kinase beta	315.7	445.0	380.0	349.1	339.6	419.1	325.0	298.1	334.7	321.6	289.3	304.0	83.8	329.6	327.9	298.0	370.7	272.2	301.9	342.5	235.5	337.6	306.7	307.1039	284.0408	269.9336	299.15094	323.21143	261.60553	301.882	293.4053	378.58826	255.56094
Mogat2	monoacylglycerol O-acyltransferase 2	58.35	33.65	22.6	43.4	48.2	28.95	100.9	52.25	73.55	18.3	60.1	36.0	43.8	47.75	56.1	30.35	26.75	59.6	47.05	31.9	44.6	53.15	41.2	59.506058	47.89459	39.621574	44.753887	41.901684	131.6239	37.69926	52.20703	53.928253	48.98573
Insrr	insulin receptor-related receptor	10.8	5.9	5.4	9.3	5.5	17.4	6.8	4.4	7.9	3.6	5.3	4.0	10.2	7.8	4.4	7.3	11.6	14.2	7.3	7.6	7.2	5.9	13.0	39.73989	4.446323	6.123432	7.49658	8.859455	6.540786	13.284448	15.399754	6.863471	9.461365
Csn1s1	casein alpha s1	22.4	45.2	12.1	29.4	20.4	36.3	44.8	34.6	38.7	43.0	10.7	32.3	23.9	27.2	46.9	38.5	43.6	47.7	13.4	26.9	12.6	40.4	23.1	18.642159	14.062841	31.061771	40.337505	109.91417	23.867207	186.43866	114.003815	45.81647	35.914577
Lcor	ligand dependent nuclear receptor corepressor	127.0	148.5	190.8	170.5	153.1	130.8	95.0	92.8	132.2	44.0	115.0	92.6	51.0	156.6	53.2	99.2	127.2	111.0	87.7	136.7	178.8	140.9	155.3	89.056435	64.61343	90.600784	183.7107	221.81714	123.04032	165.17758	154.60231	187.47113	166.13567
Tacstd1	tumor-associated calcium signal transducer 1	12.8	8.8	29.4	11.1	10.5	8.6	6.9	16.0	63.1	4.6	40.7	8.1	3.9	58.4	32.7	24.0	53.9	46.2	36.0	9.9	10.1	36.6	9.6	13.585855	32.554	22.394852	18.00423	20.489643	24.076775	36.653667	37.03783	20.776676	23.367863
BB128963	expressed sequence BB128963	217.7	306.3	344.1	300.8	313.4	333.6	332.7	378.3	374.3	501.6	316.0	300.4	232.9	309.1	441.6	381.6	378.9	303.7	362.5	256.7	420.0	475.4	423.3	408.42166	399.76767	435.94696	255.46144	473.0774	162.66745	305.9772	283.3227	142.86597	173.43236
Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3	25.4	14.1	23.2	41.6	34.1	35.7	13.5	28.8	38.8	31.1	36.9	51.5	13.8	44.2	32.4	11.0	44.4	42.3	10.5	85.5	89.2	50.7	42.7	22.258368	31.733042	29.613077	29.573761	19.450296	22.645382	29.352247	21.674866	24.126972	23.54543
Zmym4	zinc finger, MYM-type 4	290.8	445.7	353.6	492.9	401.4	280.4	392.5	254.4	339.6	276.7	356.7	242.0	234.6	297.7	237.6	287.0	303.6	348.3	341.9	307.1	240.8	269.5	236.9	364.96112	306.058	284.89276	384.5787	399.05478	291.50473	314.7268	277.37643	351.06445	385.19583
Clps	colipase, pancreatic	196.6	197.4	88.2	394.4	88.4	155.5	77.8	200.2	68.8	134.4	195.3	59.7	66.3	307.4	64.6	76.2	345.1	90.4	90.6	112.9	103.6	104.8	237.6	88.45592	57.873295	64.97751	53.328247	60.40141	77.07435	103.739365	99.88693	81.25584	64.320724
Omt2b	oocyte maturation, beta	12.6	22.0	20.7	15.9	19.7	15.9	14.1	13.4	13.8	8.3	14.0	24.8	18.2	24.8	10.4	14.1	15.7	13.7	22.9	16.3	27.8	19.3	20.3	4.419936	15.022409	3.9192514	3.4931183	5.205358	44.333687	7.018526	4.188515	22.502337	101.69389
Top1	topoisomerase (DNA) I	683.0	654.8	707.9	1034.3	1045.7	585.2	787.8	486.4	574.8	637.8	882.4	751.1	1382.7	1060.3	731.2	861.9	814.9	799.2	1000.8	604.7	707.5	964.9	645.7	781.9559	982.85425	782.9921	828.06665	956.2479	684.6802	739.7335	924.01276	863.7112	824.03485
Akp3	alkaline phosphatase 3, intestine, not Mn requiring	49.5	115.9	40.8	41.7	60.9	80.8	79.0	40.3	639.6	132.6	47.4	37.2	53.8	63.1	37.6	50.8	51.1	84.8	45.5	112.1	50.0	71.2	41.0	215.45319	121.343155	140.7598	187.3035	193.23169	177.3565	186.47565	127.982216	249.59398	164.135
Ap1b1	adaptor protein complex AP-1, beta 1 subunit	688.05	996.1	904.45	910.45	966.15	985.25	812.55	946.9	775.75	827.55	921.25	968.05	672.25	882.0	929.55	831.6	876.7	703.9	877.0	1040.4	919.9	913.8	1045.3	1217.706	586.21356	1128.4637	821.26086	525.18054	683.3106	747.28314	1465.271	1173.9888	1112.2534
Ccl25	chemokine (C-C motif) ligand 25	52.3	20.1	78.6	29.9	14.8	31.5	33.7	44.6	145.3	57.6	49.9	101.7	104.6	28.7	94.2	59.5	96.0	30.7	64.9	28.0	40.7	25.9	23.7	25.278782	100.726845	141.13626	38.836445	99.67477	31.209341	32.124676	37.67953	51.36418	34.075012
Cdkn2a	cyclin-dependent kinase inhibitor 2A	73.1	131.1	56.0	47.4	37.2	98.6	131.5	74.7	54.3	76.3	24.7	73.0	50.1	22.7	67.9	60.4	63.4	59.8	52.4	94.7	71.6	97.4	122.0	59.50948	88.980385	84.355064	90.462204	74.16556	72.543396	93.44373	11.158907	120.318504	113.03226
Rab33a	RAB33A, member of RAS oncogene family	33.0	22.8	50.7	36.5	58.1	17.4	50.4	55.0	24.3	16.7	35.3	24.6	20.8	79.2	44.1	57.4	26.1	72.8	35.1	45.9	15.0	11.3	42.3	25.421803	61.807175	15.845069	23.889936	20.402687	31.982338	24.580637	38.020344	157.57376	160.49393
Wnt10a	wingless related MMTV integration site 10a	131.6	129.8	187.2	152.2	168.5	172.6	180.7	149.0	144.2	127.2	130.2	138.0	127.1	170.9	114.1	135.6	187.3	129.8	163.2	230.6	171.7	134.1	174.0	248.18185	253.31934	253.66943	160.13394	257.86652	398.32242	202.00697	65.66032	320.27133	68.469696
Krt34	keratin 34	14.9	15.8	17.8	15.6	18.7	14.5	11.2	13.2	12.3	21.4	21.9	15.4	11.2	16.9	12.4	19.6	15.6	19.0	9.6	47.4	41.3	15.5	20.1	20.714148	402.59036	17.736082	40.132996	5.112315	30.535257	27.489798	29.115	16.090918	28.594036
Psmd13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	797.7	728.3	695.5	681.0	596.9	936.9	758.8	912.4	812.7	820.7	803.3	1013.4	331.3	956.5	1126.6	772.3	817.4	840.1	653.8	843.3	820.9	869.1	769.4	503.09885	596.0751	664.35345	640.77277	686.43744	1088.138	907.9093	890.0996	869.55273	911.5419
Oog1	oogenesin 1	24.4	3.5	23.6	21.5	41.7	28.2	4.7	9.1	7.5	18.6	7.0	3.4	19.4	5.1	27.4	4.9	21.8	26.4	3.1	39.2	4.3	16.4	41.7	71.89729	3.7690597	6.5004606	20.322392	6.331991	9.505529	46.35671	2.519383	27.400398	12.66802
Polr3a	polymerase (RNA) III (DNA directed) polypeptide A	189.9	231.2	132.9	236.3	38.2	262.2	260.9	125.9	216.1	40.9	41.0	166.0	174.0	198.7	154.9	226.0	268.8	103.1	225.9	221.7	165.9	121.5	40.9	209.52708	167.16815	177.9631	215.68211	194.32146	184.25977	165.14877	148.87576	216.79736	154.3214
Neurod6	neurogenic differentiation 6	4.4	25.8	9.9	41.5	13.7	32.0	8.0	10.7	21.2	4.6	7.1	10.0	4.5	10.9	5.8	4.9	9.5	3.5	8.6	5.9	9.5	22.1	7.8	9.727929	11.429858	33.353207	2.1515975	4.926957	27.620285	42.067207	13.145376	21.066833	3.0159466
Galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	28.6	37.7	19.7	42.3	36.7	77.3	33.2	36.5	35.2	28.9	34.1	31.2	27.9	51.1	27.5	40.7	57.4	31.9	35.5	79.4	39.4	39.5	36.1	19.564499	11.591646	10.995428	20.55513	22.889978	16.107529	13.031708	18.595228	29.073763	91.467735
Rmnd5a	required for meiotic nuclear division 5 homolog A (S. cerevisiae)	3086.5	3382.6	2871.4	3467.2	2935.3	2966.1	3223.7	3192.9	3127.0	3149.6	2999.4	2694.9	5168.0	3213.8	3306.2	2659.7	2757.9	2866.1	2729.3	2921.9	2973.8	2848.3	3062.9	3406.8765	3648.8923	3294.0	3278.9038	3201.0532	2061.9316	2400.2898	2792.1667	2683.5613	2626.0596
Tll1	tolloid-like	43.1	71.2	59.0	50.4	62.6	65.2	28.6	49.1	77.5	65.4	65.4	43.7	56.9	56.0	57.6	69.2	60.2	29.2	68.9	63.6	72.7	53.6	59.7	69.701614	44.484516	37.960316	45.35761	81.23005	96.25518	88.8809	30.610275	81.203575	8.635353
Il9r	interleukin 9 receptor	21.1	25.0	18.7	24.3	17.8	15.4	19.4	12.9	16.3	11.8	24.1	15.5	13.6	20.2	13.8	27.0	23.5	11.9	14.3	29.3	21.4	14.4	29.2	14.659663	13.374361	10.546549	17.160295	21.034657	21.608713	18.436956	18.744589	13.029529	22.433546
Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	36.05	33.2	33.05	21.8	52.35	22.25	42.25	37.5	22.85	26.8	8.9	35.15	26.4	10.2	45.7	9.85	19.6	17.4	15.15	12.15	67.45	6.8	15.8	38.546993	26.75436	26.26821	23.750862	33.42254	23.023134	20.763136	23.375467	31.75524	17.362175
Ncbp2	nuclear cap binding protein subunit 2	149.7	208.8	146.5	192.5	118.2	158.1	168.2	151.6	168.0	175.4	93.4	117.2	217.6	147.2	154.6	163.0	126.1	145.2	114.4	161.3	112.1	183.4	137.3	169.67484	207.66455	166.4385	146.54025	136.63237	168.9058	149.86946	149.50809	148.57568	137.0967
Ppox	protoporphyrinogen oxidase	188.75	157.75	153.5	177.55	131.4	144.9	141.55	108.4	120.7	155.9	162.1	119.2	67.85	151.15	159.0	149.5	149.3	139.55	94.25	123.2	148.6	137.75	119.35	113.32037	153.12529	163.16527	155.9321	116.04943	200.17513	133.72536	100.974846	125.68106	184.40935
Wwc2	WW, C2 and coiled-coil domain containing 2	231.8	292.9	275.7	189.3	205.4	163.2	202.8	143.8	212.2	235.8	119.2	107.3	12.3	191.8	94.3	96.2	176.4	175.8	209.7	162.1	119.8	161.1	168.0	195.09134	173.94156	159.90355	157.20398	156.5892	133.84233	173.26155	166.28027	159.02223	127.25568
Lmx1b	LIM homeobox transcription factor 1 beta	139.4	73.7	30.2	189.8	85.7	119.6	121.0	50.6	111.4	67.8	108.9	31.0	117.9	70.8	41.3	150.2	66.4	98.0	37.4	96.5	40.4	111.6	73.6	87.36312	110.33602	110.189514	76.25138	32.56584	139.43607	27.64219	25.320787	27.541903	37.55636
Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	128.35	122.45	93.3	127.5	164.85	156.15	122.8	75.85	127.6	96.35	98.45	147.15	192.95	132.65	100.5	161.4	185.85	154.95	198.75	76.5	90.15	128.4	112.05	113.5886	148.6166	152.59283	143.57416	154.0947	146.56354	84.42845	89.87925	72.85834	104.91289
Xcl1	chemokine (C motif) ligand 1	55.5	108.3	115.1	78.1	29.9	55.9	28.9	67.5	54.9	10.0	32.4	164.0	76.7	32.2	53.6	30.7	93.8	85.6	83.6	79.0	40.4	20.0	38.7	38.543007	56.272038	57.18067	56.84493	28.814377	21.415112	86.3773	40.545975	115.29619	31.259445
Npy	neuropeptide Y	151.1	260.0	158.2	255.8	265.4	218.2	281.5	70.8	136.1	116.3	93.9	132.7	205.0	243.6	109.7	57.4	189.4	102.4	254.6	382.9	315.7	90.8	207.7	71.132065	149.90448	256.84973	232.48514	48.527958	114.317116	53.898098	308.9968	84.31469	95.05257
Mak	male germ cell-associated kinase	81.4	19.4	18.0	89.7	110.8	63.6	65.0	91.1	40.4	53.6	34.6	29.6	14.7	73.4	61.3	31.2	21.0	69.2	107.2	27.4	77.4	93.9	85.7	57.384956	30.107151	44.165527	115.45261	50.607613	73.430016	80.54205	79.358505	35.652557	49.6563
Irgm	immunity-related GTPase family, M	697.7	633.6	386.1	456.3	462.8	403.3	939.4	363.4	471.3	347.1	269.6	134.1	552.8	216.9	366.1	534.2	658.2	401.0	508.1	168.4	156.5	172.6	150.9	453.23856	463.62195	406.5621	412.38867	555.8021	454.01184	472.44492	366.76862	402.49213	382.2385
Dtx1	deltex 1 homolog (Drosophila)	202.3	230.7	279.0	247.2	225.2	210.9	178.1	179.3	194.7	186.1	247.9	295.3	185.7	210.0	210.9	211.3	171.5	218.2	216.3	266.8	214.1	224.7	292.6	305.80466	492.8065	403.89844	532.0628	161.86673	599.9711	345.397	45.435734	349.4692	118.419014
Dtx2	deltex 2 homolog (Drosophila)	133.6	127.3	74.5	94.4	126.6	107.4	136.6	150.7	156.3	152.7	151.4	101.1	18.7	143.4	150.1	67.3	80.2	117.3	66.7	137.1	134.3	137.6	157.6	94.19392	196.23898	156.4269	104.85152	159.3282	47.59162	121.611664	149.71753	42.73038	56.742188
Fmnl3	formin-like 3	152.3	149.6	86.8	169.8	143.3	264.5	270.4	184.4	287.8	134.4	215.7	359.3	117.9	237.0	227.0	222.6	237.1	109.9	50.3	327.8	299.1	222.4	213.3	274.16733	250.10303	161.3226	261.69928	220.5464	55.889553	197.57062	70.62233	63.450382	191.5064
AI594671	expressed sequence AI594671	28.8	21.7	47.2	15.4	29.0	2.6	28.0	22.8	20.0	7.3	2.4	9.2	42.8	3.3	19.1	23.2	4.0	10.2	3.6	7.4	18.9	10.3	58.4	10.917325	1.9111539	6.0752625	27.08011	22.781347	2.4016085	1.5927203	49.24202	2.2348876	3.8770835
Tekt2	tektin 2	83.2	19.0	25.0	17.1	8.8	15.5	7.2	60.7	58.3	13.9	18.3	25.5	29.7	8.1	11.5	17.1	13.6	15.9	17.7	18.8	31.8	21.9	18.3	20.348372	15.982088	15.750839	17.918106	24.39015	13.387069	26.099165	14.7611	20.035498	19.840721
T2	brachyury 2	118.4	74.7	280.6	358.2	220.7	110.6	275.0	183.8	195.7	36.7	45.5	375.4	221.0	147.8	261.1	147.4	313.0	200.7	252.4	44.2	189.8	61.5	428.4	261.45618	228.09007	199.09383	258.87427	287.9187	278.47852	182.30736	282.69772	108.920204	422.52704
Ids	iduronate 2-sulfatase	91.5	121.833336	138.13333	124.63333	121.566666	124.0	95.5	104.1	143.13333	120.96667	123.23333	89.0	68.86667	109.833336	73.53333	123.26667	106.1	122.7	135.1	136.7	99.8	129.13333	108.46667	135.83974	89.92598	85.20643	115.43193	100.83195	116.5114	133.7371	158.27826	130.09251	117.60503
Stil	Scl/Tal1 interrupting locus	13.4	22.9	27.2	28.1	13.5	24.8	15.8	22.5	26.2	17.7	20.4	28.4	18.3	27.4	12.9	29.5	17.7	14.6	19.3	15.0	28.4	32.9	34.0	21.182327	45.4539	33.94564	17.901154	39.3867	15.009446	18.93891	17.865839	13.395978	13.961228
Krtap8-1	keratin associated protein 8-1	28.9	43.8	55.1	15.1	63.0	62.2	56.3	17.2	45.3	51.1	57.8	57.6	7.3	34.4	8.7	4.6	50.7	27.5	49.7	41.3	11.9	46.4	15.5	96.27803	2142.2048	130.99432	370.52774	89.01689	44.00614	56.556374	48.210205	49.077866	41.021385
Fancm	Fanconi anemia, complementation group M	30.3	8.6	9.4	8.8	26.0	7.0	34.1	10.5	4.2	9.8	6.1	14.3	17.0	13.1	11.4	4.9	11.7	5.7	4.5	11.1	8.8	9.9	8.4	17.407125	5.3784995	13.950711	6.947234	40.70126	60.608475	8.022755	14.409172	34.03934	88.48702
Klk1b26	kallikrein 1-related petidase b26	27.3	21.1	33.8	53.7	34.8	26.1	31.4	31.7	27.7	17.0	31.4	36.9	40.9	25.0	25.5	25.1	25.3	35.4	28.8	25.7	47.2	27.5	76.5	23.765148	13.590352	21.369114	28.052694	39.166058	44.13791	51.638542	33.556725	39.386345	96.320496
Krtap8-2	keratin associated protein 8-2	4.7	4.0	5.7	4.4	3.9	4.3	6.7	4.3	5.3	3.9	6.0	5.3	4.7	2.9	5.3	5.0	5.8	2.6	5.0	6.0	7.6	5.3	7.0	17.462591	127.39913	36.392845	8.372041	22.56324	7.3565445	18.370138	10.48913	9.419225	17.795223
Ear1	eosinophil-associated, ribonuclease A family, member 1	22.5	60.7	73.0	18.0	25.7	38.9	80.4	33.4	9.3	10.3	46.7	43.9	61.8	24.7	25.6	91.4	9.5	32.4	13.6	14.2	20.0	7.8	12.5	28.157442	23.299194	26.900764	23.711426	34.898838	31.743204	17.574896	22.990522	11.224183	30.4204
Hemgn	hemogen	9.75	14.2	20.25	21.85	22.4	28.6	13.45	17.3	6.85	12.4	6.4	32.9	8.9	28.05	13.95	13.55	24.55	10.7	33.7	19.2	28.35	18.35	30.6	67.24382	26.200722	3.707296	25.604008	8.47821	8.021289	8.802901	17.145195	28.408783	17.68171
Bmp4	bone morphogenetic protein 4	186.8	239.35	254.25	251.65	242.9	235.5	223.95	217.25	215.0	223.55	245.25	197.4	184.45	244.45	193.7	225.7	193.7	204.6	252.9	248.25	226.5	244.95	197.3	228.53017	200.74925	223.28088	201.16531	265.2658	233.99393	268.15012	192.37296	215.67693	181.13919
Olr1	oxidized low density lipoprotein (lectin-like) receptor 1	18.3	20.8	21.7	25.1	24.2	28.4	25.2	9.0	18.4	12.1	26.6	3.6	4.6	4.7	13.5	24.3	7.7	5.6	31.1	12.6	18.7	27.1	3.2	6.1161237	34.558407	5.488477	9.64669	25.539684	1.4883858	19.044111	2.06473	3.3037171	48.599213
Larp7	La ribonucleoprotein domain family, member 7	142.9	69.2	186.65	176.95	136.3	85.0	153.85	69.3	53.05	87.1	53.85	188.9	185.2	81.2	151.35	70.35	81.1	80.65	135.4	74.0	70.25	64.75	216.95	190.29887	109.50056	124.07797	163.74474	111.752556	101.657646	114.51538	119.26773	84.69679	100.35574
Dohh	deoxyhypusine hydroxylase/monooxygenase	349.0	376.8	432.4	390.1	367.4	409.8	266.4	421.3	416.1	486.2	525.5	415.0	128.4	407.1	291.7	308.3	324.0	299.0	322.3	346.2	349.8	405.0	377.6	321.37296	399.07745	478.77832	434.53815	276.5808	357.41812	363.60565	463.73065	397.03842	345.54828
Pxk	PX domain containing serine/threonine kinase	413.1	400.2	457.7	488.9	492.3	376.8	482.2	416.5	470.9	428.4	435.0	638.7	635.6	514.0	432.7	494.8	537.2	490.9	370.8	412.0	485.6	386.3	422.3	422.77905	558.3958	496.69235	555.951	440.06458	397.6979	423.0369	390.0645	339.6188	268.5434
Zic2	Zic finger protein of the cerebellum 2	40.75	51.7	52.5	122.95	33.85	36.1	29.75	32.85	48.45	88.6	29.25	26.9	73.45	68.15	33.45	88.55	64.3	78.7	109.35	44.8	34.6	63.95	40.5	28.167376	23.151678	48.05803	97.77049	19.326017	21.23685	47.520046	78.88443	48.37581	98.18124
Prss7	protease, serine, 7 (enterokinase)	31.9	45.7	38.2	46.9	77.1	40.8	42.0	22.0	83.4	57.2	45.8	68.2	40.9	51.7	54.4	67.7	82.2	61.4	70.5	49.3	47.5	39.2	13.8	83.707184	33.986958	25.644894	100.8062	11.90798	108.85995	73.02417	19.714598	133.54117	34.30158
Hrh1	histamine receptor H 1	67.3	49.9	30.6	73.7	24.8	48.5	44.7	20.7	67.7	20.8	64.8	21.3	60.3	72.6	50.4	76.6	52.6	24.4	22.1	35.0	32.1	26.8	43.7	70.16109	39.650173	31.70713	53.89561	60.20803	38.41775	68.75864	54.12684	57.816185	35.756668
Bre	brain and reproductive organ-expressed protein	629.0	534.4	744.1	718.3	716.9	785.2	729.8	580.8	484.9	568.5	642.5	524.9	401.9	759.0	478.9	552.0	710.9	463.2	590.8	593.4	687.5	570.5	673.5	627.4773	687.7428	613.90936	597.41315	630.47125	668.36194	635.87756	633.30554	615.1909	679.06195
Bcar1	breast cancer anti-estrogen resistance 1	261.6	323.1	264.9	218.0	362.0	433.2	292.9	301.4	396.9	442.6	383.3	173.9	220.2	422.3	383.8	182.6	438.2	423.4	276.3	536.3	353.1	485.5	296.2	375.22562	348.8465	345.5073	399.34933	401.00317	322.16898	370.03894	352.34662	391.39062	390.04926
